time,temp_ref,temp_old_logger,temp_new_logger,Row,Anomaly_new_log_ref,Anomaly_old_log_ref,Anomaly_new_log_old_log
2023-05-15T09:40:00Z,13.2,14.23,14.321355001144426,43,1.1213550011444262,1.0300000000000011,0.09135500114442507
2023-05-15T09:50:00Z,13.5,14.23,14.32669565880827,44,0.8266956588082692,0.7300000000000004,0.0966956588082688
2023-05-15T10:00:00Z,13.7,14.23,14.123750667582208,45,0.42375066758220825,0.5300000000000011,-0.10624933241779289
2023-05-15T10:10:00Z,13.7,14.325,14.209201190203707,46,0.5092011902037079,0.625,-0.11579880979629209
2023-05-15T10:20:00Z,13.6,14.613,14.318684672312507,47,0.7186846723125075,1.013,-0.29431532768749236
2023-05-15T10:30:00Z,13.7,14.9,14.302662699320976,48,0.6026626993209767,1.200000000000001,-0.5973373006790244
2023-05-15T10:40:00Z,14.9,16.808,16.241321431296257,49,1.3413214312962563,1.9079999999999995,-0.5666785687037432
2023-05-15T10:50:00Z,15.8,15.951,15.66987106126497,50,-0.13012893873503018,0.1509999999999998,-0.28112893873503
2023-05-15T11:00:00Z,14.2,16.046,15.579079880979627,51,1.3790798809796279,1.846,-0.4669201190203722
2023-05-15T11:10:00Z,14.9,16.523,16.211947814145113,52,1.3119478141451122,1.6229999999999993,-0.31105218585488714
2023-05-15T11:20:00Z,15.4,17.189,16.51102464332036,53,1.111024643320361,1.7889999999999997,-0.6779753566796387
2023-05-15T11:30:00Z,15.7,17.284,16.46829938200961,54,0.7682993820096122,1.5839999999999996,-0.8157006179903874
2023-05-15T11:40:00Z,16.1,17.665,16.575112535286486,55,0.47511253528648467,1.5649999999999977,-1.089887464713513
2023-05-15T11:50:00Z,15.9,18.045,17.605859464408333,56,1.7058594644083325,2.1450000000000014,-0.4391405355916689
2023-05-15T12:00:00Z,16,17.475,16.87685969329366,57,0.8768596932936603,1.4750000000000014,-0.5981403067063411
2023-05-15T12:10:00Z,15.5,16.523,16.091783016708632,58,0.5917830167086322,1.0229999999999997,-0.4312169832913675
2023-05-15T12:20:00Z,15.1,15.091,15.055695429922942,59,-0.0443045700770579,-0.009000000000000341,-0.03530457007705756
2023-05-15T12:30:00Z,13,12.207,11.797894254978251,60,-1.2021057450217487,-0.7929999999999993,-0.40910574502174946
2023-05-15T12:40:00Z,10.8,11.139,10.82055390249485,61,0.020553902494850007,0.33899999999999864,-0.31844609750514863
2023-05-15T12:50:00Z,10.3,10.944,10.855268177309831,62,0.5552681773098307,0.6440000000000001,-0.08873182269016944
2023-05-15T13:00:00Z,10.7,11.236,11.106279087510494,63,0.40627908751049446,0.5360000000000014,-0.1297209124895069
2023-05-15T13:10:00Z,11.1,11.528,11.24513618677043,64,0.14513618677043105,0.4280000000000008,-0.28286381322956977
2023-05-15T13:20:00Z,11.5,11.819,11.581597619592586,65,0.0815976195925856,0.31900000000000084,-0.23740238040741524
2023-05-15T13:30:00Z,11.6,12.013,11.693751430533304,66,0.09375143053330426,0.41300000000000026,-0.319248569466696
2023-05-15T13:40:00Z,11.6,12.207,11.80857557030594,67,0.20857557030594087,0.6070000000000011,-0.3984244296940602
2023-05-15T13:50:00Z,11.7,12.013,11.685740444037537,68,-0.014259555962462755,0.3130000000000006,-0.32725955596246337
2023-05-15T14:00:00Z,11.7,12.013,11.781872281986722,69,0.08187228198672258,0.3130000000000006,-0.23112771801327803
2023-05-15T14:10:00Z,12,12.11,11.942092011902034,70,-0.05790798809796627,0.10999999999999943,-0.1679079880979657
2023-05-15T14:20:00Z,11.5,12.207,12.05424582284276,71,0.5542458228427591,0.7070000000000007,-0.1527541771572416
2023-05-15T14:30:00Z,11.5,12.11,12.00350957503624,72,0.5035095750362402,0.6099999999999994,-0.10649042496375927
2023-05-15T14:40:00Z,11.5,11.916,11.843289845120928,73,0.3432898451209283,0.41600000000000037,-0.07271015487907206
2023-05-15T14:50:00Z,11.7,11.722,11.656366826886398,74,-0.04363317311360149,0.02200000000000024,-0.06563317311360173
