 

stn;time;gre000z0;tre200s0;rre150z0;ure200s0;fu3010z0;dkl010z0
BER;202305231130;250;19.9;0.0;71.5;9.0;25
BER;202305231140;248;19.6;0.0;70.6;11.9;43
BER;202305231150;259;19.7;0.0;69.3;11.5;29
BER;202305231200;274;19.4;0.0;70.5;10.8;4
BER;202305231210;299;19.6;0.0;70.3;9.7;1
BER;202305231220;309;19.7;0.0;74.8;9.4;352
BER;202305231230;329;20.1;0.0;67.8;8.3;18
BER;202305231240;366;20.1;0.0;66.4;10.1;17
BER;202305231250;368;20.1;0.0;63.5;13.7;27
BER;202305231300;372;20.6;0.0;65.1;7.6;56
BER;202305231310;404;20.5;0.0;63.9;8.3;57
BER;202305231320;439;20.6;0.0;63.7;8.6;53
BER;202305231330;608;21.1;0.0;63.6;8.3;51
BER;202305231340;718;21.5;0.0;64.3;9.4;67
BER;202305231350;869;21.5;0.0;60.5;9.4;39
BER;202305231400;828;21.6;0.0;58.6;13.0;62
BER;202305231410;792;22.0;0.0;60.7;11.5;31
BER;202305231420;747;21.7;0.0;59.3;13.3;39
BER;202305231430;617;21.9;0.0;60.7;11.5;69
BER;202305231440;366;22.0;0.0;61.2;11.2;65
BER;202305231450;607;21.5;0.0;56.3;17.6;27
BER;202305231500;542;22.0;0.0;54.9;17.3;35
BER;202305231510;137;20.6;0.0;59.6;15.5;25
BER;202305231520;129;20.7;0.0;59.5;13.3;28
BER;202305231530;152;20.5;0.0;58.7;13.3;29
BER;202305231540;178;20.5;0.0;61.1;12.2;22
BER;202305231550;306;20.8;0.0;58.1;15.8;24
BER;202305231600;231;20.7;0.0;56.7;15.8;19
BER;202305231610;357;21.2;0.0;56.0;18.0;18
BER;202305231620;465;21.3;0.0;54.9;13.7;26
BER;202305231630;409;21.2;0.0;55.0;18.0;24
BER;202305231640;342;20.8;0.0;56.4;16.6;11
BER;202305231650;261;20.6;0.0;53.9;14.4;19
BER;202305231700;170;20.0;0.0;57.3;16.9;20
BER;202305231710;214;20.1;0.0;59.0;18.7;24
BER;202305231720;153;19.6;0.0;63.5;14.0;51
BER;202305231730;212;19.8;0.0;61.8;9.7;50
BER;202305231740;174;19.6;0.0;61.5;10.8;51
BER;202305231750;150;19.4;0.0;62.5;11.9;47
BER;202305231800;130;19.3;0.0;63.7;10.8;43
BER;202305231810;101;19.1;0.0;64.2;11.2;32
BER;202305231820;62;18.9;0.0;64.5;13.0;37
BER;202305231830;41;18.5;0.0;65.6;13.7;36
BER;202305231840;25;18.1;0.0;67.9;9.7;43
BER;202305231850;17;17.9;0.0;69.0;9.0;37
BER;202305231900;10;17.5;0.0;72.5;9.0;23
BER;202305231910;4;17.2;0.0;71.1;11.2;25
BER;202305231920;1;16.8;0.0;69.2;11.5;26
BER;202305231930;0;16.7;0.0;68.8;9.4;18
BER;202305231940;0;16.3;0.0;70.6;7.6;5
BER;202305231950;0;16.2;0.0;70.3;9.4;357
BER;202305232000;0;16.0;0.0;70.2;7.2;8
BER;202305232010;0;15.6;0.0;72.7;6.8;6
BER;202305232020;0;15.2;0.0;75.2;7.2;19
BER;202305232030;0;15.3;0.0;75.4;9.4;16
BER;202305232040;0;15.4;0.0;75.3;13.3;16
BER;202305232050;0;15.4;0.0;76.0;13.7;22
BER;202305232100;0;15.5;0.0;78.3;17.3;31
BER;202305232110;0;15.4;0.0;78.8;17.6;39
BER;202305232120;0;15.2;0.0;78.9;19.1;34
BER;202305232130;0;15.1;0.0;79.8;17.6;37
BER;202305232140;0;15.1;0.0;79.5;18.7;32
BER;202305232150;0;15.1;0.0;78.5;19.8;40
BER;202305232200;0;14.9;0.0;81.4;16.9;31
BER;202305232210;0;14.9;0.0;80.7;16.2;29
BER;202305232220;0;14.6;0.0;82.4;13.3;28
BER;202305232230;0;14.6;0.0;82.4;11.9;30
BER;202305232240;0;14.5;0.0;83.4;10.8;23
BER;202305232250;0;14.6;0.0;83.2;9.4;28
BER;202305232300;0;14.4;0.0;83.2;10.4;31
BER;202305232310;0;14.5;0.0;82.4;13.7;31
BER;202305232320;0;14.5;0.0;81.9;10.8;34
BER;202305232330;0;14.5;0.0;80.5;13.0;36
BER;202305232340;0;14.2;0.0;82.3;10.4;29
BER;202305232350;0;14.1;0.0;82.0;10.8;26
BER;202305240000;0;14.2;0.0;81.7;10.4;26
BER;202305240010;0;14.0;0.0;83.1;12.2;22
BER;202305240020;0;13.7;0.0;85.0;9.4;16
BER;202305240030;0;13.8;0.0;84.4;8.3;19
BER;202305240040;0;13.8;0.0;85.7;6.5;4
BER;202305240050;0;13.7;0.0;86.9;1.8;33
BER;202305240100;0;13.8;0.0;86.7;2.9;25
BER;202305240110;0;13.8;0.0;83.8;6.8;37
BER;202305240120;0;13.8;0.0;81.5;10.4;39
BER;202305240130;0;13.7;0.0;80.4;10.1;40
BER;202305240140;0;13.7;0.0;79.6;11.2;41
BER;202305240150;0;13.6;0.0;81.0;7.6;32
BER;202305240200;0;13.6;0.0;80.3;7.2;45
BER;202305240210;0;13.6;0.0;80.3;4.0;23
BER;202305240220;0;13.4;0.0;82.5;2.9;23
BER;202305240230;0;13.4;0.0;81.6;7.2;27
BER;202305240240;0;13.4;0.0;81.3;6.5;25
BER;202305240250;0;13.3;0.0;81.9;6.5;18
BER;202305240300;0;13.4;0.0;80.9;10.1;39
BER;202305240310;0;13.2;0.0;81.5;10.1;51
BER;202305240320;0;13.3;0.0;81.3;9.0;38
BER;202305240330;0;13.2;0.0;82.4;9.0;40
BER;202305240340;1;13.1;0.0;81.4;11.9;34
BER;202305240350;2;13.2;0.0;79.4;16.9;42
BER;202305240400;5;13.1;0.0;80.2;19.1;37
BER;202305240410;13;13.0;0.0;81.6;18.7;33
BER;202305240420;18;13.0;0.0;81.3;15.1;39
BER;202305240430;22;13.0;0.0;82.1;13.3;44
BER;202305240440;25;12.9;0.0;83.4;15.8;43
BER;202305240450;28;12.9;0.0;82.8;14.0;37
BER;202305240500;34;12.9;0.0;85.0;14.4;36
BER;202305240510;38;12.9;0.0;84.3;15.8;31
BER;202305240520;43;12.9;0.0;84.6;16.6;30
BER;202305240530;56;12.9;0.0;84.7;16.6;34
BER;202305240540;64;12.9;0.0;84.3;13.7;41
BER;202305240550;95;12.9;0.0;83.6;14.0;41
BER;202305240600;76;12.8;0.0;84.4;14.4;30
BER;202305240610;65;12.8;0.0;85.5;16.9;27
BER;202305240620;67;12.7;0.0;85.4;16.9;34
BER;202305240630;74;12.7;0.0;85.3;19.4;26
BER;202305240640;66;12.6;0.0;86.2;17.6;31
BER;202305240650;94;12.7;0.0;86.1;16.2;39
BER;202305240700;130;12.7;0.0;85.3;16.2;39
BER;202305240710;162;12.7;0.0;84.0;14.4;45
BER;202305240720;198;12.9;0.0;83.7;14.0;39
BER;202305240730;189;13.0;0.0;82.6;13.3;46
BER;202305240740;240;13.4;0.0;82.6;11.9;33
BER;202305240750;251;13.3;0.0;82.1;14.0;29
BER;202305240800;193;13.4;0.0;82.4;14.4;38
BER;202305240810;196;13.3;0.0;81.2;17.3;34
BER;202305240820;175;13.2;0.0;82.0;16.6;37
BER;202305240830;154;13.3;0.0;82.9;14.8;50
BER;202305240840;122;13.1;0.0;84.2;11.9;30
BER;202305240850;120;13.0;0.0;83.5;15.1;31
BER;202305240900;128;12.9;0.0;84.9;13.7;23
BER;202305240910;121;12.9;0.0;85.2;7.9;48
BER;202305240920;104;12.7;0.0;85.2;8.6;32
BER;202305240930;110;12.8;0.0;84.9;11.9;37
BER;202305240940;115;12.8;0.0;84.5;10.4;37
BER;202305240950;149;12.8;0.0;85.0;11.9;39
BER;202305241000;156;12.9;0.0;83.7;10.8;26
BER;202305241010;156;12.7;0.0;84.3;13.7;25
BER;202305241020;152;12.7;0.0;85.5;15.5;21
BER;202305241030;137;12.5;0.0;85.4;15.1;20
BER;202305241040;132;12.5;0.0;85.6;15.1;27
BER;202305241050;127;12.3;0.0;85.8;18.7;26
BER;202305241100;133;12.3;0.0;85.5;15.8;32
BER;202305241110;130;12.3;0.0;85.4;16.6;31
BER;202305241120;140;12.4;0.0;84.6;10.1;33
BER;202305241130;147;12.5;0.0;83.7;11.5;49
BER;202305241140;180;12.5;0.0;81.2;12.6;50
BER;202305241150;176;12.9;0.0;80.7;13.7;35
BER;202305241200;232;13.1;0.0;78.9;16.2;41
BER;202305241210;190;12.9;0.0;79.3;13.3;54
BER;202305241220;183;13.3;0.0;79.2;10.4;38
BER;202305241230;147;12.9;0.0;80.1;14.8;22
BER;202305241240;233;13.4;0.0;79.3;12.2;26
BER;202305241250;220;13.3;0.0;77.9;15.8;35
BER;202305241300;174;13.4;0.0;79.3;11.5;24
BER;202305241310;214;13.3;0.0;78.6;12.6;30
BER;202305241320;249;13.8;0.0;78.1;11.9;43
BER;202305241330;336;13.9;0.0;75.8;15.5;40
BER;202305241340;364;14.3;0.0;73.3;11.5;51
BER;202305241350;236;13.7;0.0;74.7;12.2;26
BER;202305241400;169;13.6;0.0;76.6;11.5;25
BER;202305241410;185;13.5;0.0;76.0;13.0;23
BER;202305241420;184;13.5;0.0;77.3;11.2;16
BER;202305241430;165;13.5;0.0;76.8;13.3;19
BER;202305241440;219;13.6;0.0;74.8;13.7;49
BER;202305241450;235;13.8;0.0;75.5;12.6;27
BER;202305241500;215;13.6;0.0;77.2;13.0;20
BER;202305241510;154;13.1;0.0;77.0;13.3;28
BER;202305241520;109;13.2;0.0;79.2;11.2;34
BER;202305241530;128;13.0;0.0;78.1;12.6;33
BER;202305241540;114;13.0;0.0;78.9;10.8;29
BER;202305241550;95;12.9;0.0;79.3;10.4;36
BER;202305241600;85;12.9;0.0;79.7;10.1;30
BER;202305241610;67;12.8;0.0;80.4;10.8;24
BER;202305241620;53;12.5;0.0;81.7;10.8;11
BER;202305241630;53;12.4;0.0;80.8;11.5;13
BER;202305241640;37;12.4;0.0;81.5;7.6;31
BER;202305241650;34;12.5;0.0;81.0;9.0;38
BER;202305241700;78;12.4;0.0;81.4;7.2;27
BER;202305241710;106;12.7;0.0;81.2;8.3;37
BER;202305241720;96;12.7;0.0;80.7;11.2;26
BER;202305241730;89;12.6;0.0;80.4;9.0;31
BER;202305241740;69;12.7;0.0;80.1;9.7;39
BER;202305241750;50;12.7;0.0;79.5;8.6;34
BER;202305241800;41;12.6;0.0;78.9;7.9;44
BER;202305241810;36;12.5;0.0;80.3;6.8;40
BER;202305241820;26;12.5;0.0;81.5;5.4;24
BER;202305241830;19;12.4;0.0;82.5;5.8;21
BER;202305241840;14;12.3;0.0;83.3;6.5;14
BER;202305241850;11;12.3;0.0;84.3;6.8;27
BER;202305241900;8;12.3;0.0;83.3;4.0;22
BER;202305241910;4;12.1;0.0;84.4;4.0;15
BER;202305241920;1;12.1;0.0;84.7;6.5;12
BER;202305241930;0;12.0;0.0;85.6;4.3;8
BER;202305241940;0;11.9;0.0;85.7;5.4;24
BER;202305241950;0;11.9;0.0;85.6;5.8;11
BER;202305242000;0;11.7;0.0;86.9;5.4;13
BER;202305242010;0;11.4;0.0;88.4;4.3;25
BER;202305242020;0;11.4;0.0;88.1;4.7;34
BER;202305242030;0;11.1;0.0;89.7;4.0;27
BER;202305242040;0;11.2;0.0;88.3;2.5;17
BER;202305242050;0;11.1;0.0;88.9;1.8;356
BER;202305242100;0;10.9;0.0;91.4;1.8;6
BER;202305242110;0;11.0;0.0;89.8;1.1;355
BER;202305242120;0;10.9;0.0;91.2;0.7;18
BER;202305242130;0;10.9;0.0;90.4;1.4;35
BER;202305242140;0;10.6;0.0;91.6;2.5;32
BER;202305242150;0;10.5;0.0;91.8;5.0;43
BER;202305242200;0;10.4;0.0;91.4;5.8;30
BER;202305242210;0;10.5;0.0;90.3;4.0;3
BER;202305242220;0;10.5;0.0;91.5;2.5;350
BER;202305242230;0;10.5;0.0;88.9;4.0;324
BER;202305242240;0;10.4;0.0;88.9;4.0;350
BER;202305242250;0;10.4;0.0;88.7;6.1;14
BER;202305242300;0;10.4;0.0;86.3;4.3;17
BER;202305242310;0;10.5;0.0;83.0;5.0;21
BER;202305242320;0;10.5;0.0;82.4;7.9;19
BER;202305242330;0;10.6;0.0;80.6;8.3;28
BER;202305242340;0;10.5;0.0;80.1;10.4;34
BER;202305242350;0;10.5;0.0;81.0;9.0;30
BER;202305250000;0;10.5;0.0;80.6;8.6;36
BER;202305250010;0;10.6;0.0;79.0;7.9;35
BER;202305250020;0;10.5;0.0;79.8;8.6;29
BER;202305250030;0;10.3;0.0;80.9;4.3;34
BER;202305250040;0;10.3;0.0;81.2;4.0;13
BER;202305250050;0;10.3;0.0;82.5;7.2;21
BER;202305250100;0;10.2;0.0;82.0;8.6;23
BER;202305250110;0;10.1;0.0;82.4;7.9;23
BER;202305250120;0;10.1;0.0;80.9;8.3;32
BER;202305250130;0;10.0;0.0;81.5;8.6;25
BER;202305250140;0;9.9;0.0;80.5;7.6;24
BER;202305250150;0;10.0;0.0;78.6;6.5;23
BER;202305250200;0;9.9;0.0;76.9;7.2;25
BER;202305250210;0;9.9;0.0;75.2;8.3;22
BER;202305250220;0;9.8;0.0;73.8;9.7;26
BER;202305250230;0;9.7;0.0;71.4;10.8;36
BER;202305250240;0;9.7;0.0;72.0;10.1;42
BER;202305250250;0;9.5;0.0;72.1;10.4;31
BER;202305250300;0;9.6;0.0;71.1;12.2;34
BER;202305250310;0;9.5;0.0;71.4;10.1;37
BER;202305250320;0;9.4;0.0;72.7;7.9;49
BER;202305250330;0;9.3;0.0;75.5;9.7;30
BER;202305250340;0;9.1;0.0;78.1;15.1;28
BER;202305250350;0;9.0;0.0;79.8;16.2;33
BER;202305250400;3;9.0;0.0;80.3;18.4;31
BER;202305250410;6;8.8;0.0;82.6;17.6;30
BER;202305250420;12;8.6;0.1;84.6;20.9;26
BER;202305250430;22;8.6;0.0;86.2;19.1;29
BER;202305250440;32;8.8;0.0;85.0;19.4;29
BER;202305250450;40;8.8;0.0;86.4;21.2;30
BER;202305250500;71;8.9;0.0;87.6;18.0;31
BER;202305250510;135;9.1;0.0;86.4;16.2;32
BER;202305250520;145;9.3;0.0;85.3;14.4;31
BER;202305250530;144;9.4;0.0;84.5;15.1;35
BER;202305250540;144;9.6;0.0;84.8;15.8;38
BER;202305250550;149;9.7;0.0;84.3;19.1;33
BER;202305250600;162;9.8;0.0;84.1;20.2;41
BER;202305250610;192;9.8;0.0;83.0;15.1;41
BER;202305250620;165;10.0;0.0;83.1;10.4;44
BER;202305250630;270;10.2;0.0;83.7;16.2;37
BER;202305250640;349;10.2;0.0;81.5;14.8;37
BER;202305250650;321;11.1;0.0;80.8;11.5;49
BER;202305250700;211;10.4;0.0;80.9;11.2;44
BER;202305250710;211;10.3;0.0;81.5;12.2;41
BER;202305250720;250;10.6;0.0;80.6;12.2;23
BER;202305250730;319;10.9;0.0;80.7;11.5;44
BER;202305250740;316;10.9;0.0;80.7;11.9;25
BER;202305250750;250;10.7;0.0;79.4;12.2;29
BER;202305250800;193;10.8;0.0;80.6;12.6;29
BER;202305250810;131;10.5;0.0;80.3;14.0;15
BER;202305250820;160;10.7;0.0;80.1;11.5;15
BER;202305250830;261;11.2;0.0;79.8;10.8;32
BER;202305250840;350;11.4;0.0;79.3;10.4;31
BER;202305250850;476;11.9;0.0;77.4;9.4;24
BER;202305250900;302;11.7;0.0;76.9;10.8;19
BER;202305250910;255;11.8;0.0;76.1;14.0;19
BER;202305250920;291;11.5;0.0;76.6;12.6;15
BER;202305250930;342;12.3;0.0;74.2;13.7;36
BER;202305250940;451;12.0;0.0;74.1;14.8;54
BER;202305250950;449;12.4;0.0;73.5;14.8;35
BER;202305251000;531;13.0;0.0;73.1;15.5;37
BER;202305251010;442;12.7;0.0;73.2;14.4;47
BER;202305251020;354;12.8;0.0;74.7;12.6;29
BER;202305251030;312;12.7;0.0;74.1;12.2;26
BER;202305251040;475;13.4;0.0;71.1;11.9;59
BER;202305251050;609;13.4;0.0;72.0;15.5;28
BER;202305251100;911;13.9;0.0;70.1;14.8;28
BER;202305251110;1074;14.9;0.0;66.4;15.5;42
BER;202305251120;940;14.6;0.0;66.7;10.4;57
BER;202305251130;803;15.2;0.0;67.8;12.2;50
BER;202305251140;994;15.9;0.0;65.9;12.6;55
BER;202305251150;1012;16.3;0.0;69.0;13.3;44
BER;202305251200;944;15.3;0.0;63.3;13.0;43
BER;202305251210;1010;16.2;0.0;61.8;12.6;59
BER;202305251220;909;16.6;0.0;61.6;12.6;64
BER;202305251230;825;16.5;0.0;64.2;13.0;36
BER;202305251240;990;16.5;0.0;66.7;14.0;35
BER;202305251250;886;16.5;0.0;65.0;13.7;78
BER;202305251300;960;17.1;0.0;61.9;13.3;63
BER;202305251310;784;16.9;0.0;63.6;13.3;57
BER;202305251320;864;16.6;0.0;62.3;13.0;52
BER;202305251330;890;17.3;0.0;62.1;11.5;64
BER;202305251340;824;16.7;0.0;61.6;13.7;50
BER;202305251350;914;16.9;0.0;62.3;15.5;58
BER;202305251400;984;17.6;0.0;61.3;12.6;43
BER;202305251410;721;17.0;0.0;60.8;13.0;50
BER;202305251420;556;16.9;0.0;62.3;15.8;59
BER;202305251430;443;16.4;0.0;65.4;12.6;48
BER;202305251440;564;16.9;0.0;63.1;12.2;68
BER;202305251450;629;17.2;0.0;64.1;14.4;61
BER;202305251500;673;17.4;0.0;62.9;13.7;60
BER;202305251510;576;17.1;0.0;62.5;13.0;84
BER;202305251520;558;17.8;0.0;62.2;14.0;88
BER;202305251530;536;17.2;0.0;62.8;14.4;61
BER;202305251540;535;17.8;0.0;61.1;12.2;66
BER;202305251550;461;17.8;0.0;63.2;11.5;67
BER;202305251600;528;17.6;0.0;62.6;8.6;72
BER;202305251610;429;17.6;0.0;61.4;11.9;56
BER;202305251620;469;18.3;0.0;61.5;11.5;75
BER;202305251630;366;17.3;0.0;63.2;11.9;68
BER;202305251640;377;18.0;0.0;62.4;7.9;65
BER;202305251650;310;17.6;0.0;62.9;12.6;43
BER;202305251700;283;17.5;0.0;60.9;11.2;58
BER;202305251710;265;17.7;0.0;60.8;10.4;86
BER;202305251720;221;17.6;0.0;62.2;10.1;52
BER;202305251730;90;17.1;0.0;64.3;9.0;71
BER;202305251740;83;16.7;0.0;68.5;6.5;96
BER;202305251750;55;16.6;0.0;66.8;6.5;93
BER;202305251800;48;16.5;0.0;67.5;4.0;87
BER;202305251810;47;16.4;0.0;69.8;2.5;97
BER;202305251820;51;16.3;0.0;71.4;2.5;97
BER;202305251830;32;16.0;0.0;72.3;2.5;93
BER;202305251840;22;16.0;0.0;71.3;2.2;108
BER;202305251850;17;15.5;0.0;74.8;2.5;111
BER;202305251900;9;14.9;0.0;77.9;4.0;109
BER;202305251910;4;14.3;0.0;84.9;1.4;64
BER;202305251920;2;14.9;0.0;80.1;1.4;54
BER;202305251930;1;15.2;0.0;77.7;4.0;89
BER;202305251940;0;14.8;0.0;79.8;3.2;62
BER;202305251950;0;15.1;0.0;78.3;3.6;74
BER;202305252000;0;15.1;0.0;78.3;2.2;107
BER;202305252010;0;14.1;0.0;83.6;4.3;30
BER;202305252020;0;13.6;0.0;85.9;6.1;20
BER;202305252030;0;13.7;0.0;84.8;5.8;29
BER;202305252040;0;14.1;0.0;82.3;6.5;37
BER;202305252050;0;13.4;0.0;87.8;7.2;28
BER;202305252100;0;13.6;0.0;88.3;7.9;25
BER;202305252110;0;14.0;0.0;85.1;7.9;26
BER;202305252120;0;14.1;0.0;85.8;7.9;28
BER;202305252130;0;14.4;0.0;82.7;6.8;36
BER;202305252140;0;14.7;0.0;80.4;4.0;163
BER;202305252150;0;14.1;0.0;85.0;3.2;234
BER;202305252200;0;14.9;0.0;77.6;3.6;187
BER;202305252210;0;14.3;0.0;82.6;1.8;56
BER;202305252220;0;13.9;0.0;87.2;2.5;349
BER;202305252230;0;14.4;0.0;82.2;2.9;334
BER;202305252240;0;13.6;0.0;89.0;1.1;2
BER;202305252250;0;13.8;0.0;86.3;1.1;305
BER;202305252300;0;13.7;0.0;87.4;0.4;356
BER;202305252310;0;13.8;0.0;86.9;1.4;160
BER;202305252320;0;13.3;0.0;91.1;1.4;313
BER;202305252330;0;13.6;0.0;88.0;1.4;104
BER;202305252340;0;13.2;0.0;90.0;0.0;0
BER;202305252350;0;13.1;0.0;89.5;1.8;144
BER;202305260000;0;12.8;0.0;90.9;2.9;168
BER;202305260010;0;12.8;0.0;89.7;2.9;166
BER;202305260020;0;12.4;0.0;91.8;1.8;167
BER;202305260030;0;12.8;0.0;89.3;2.9;165
BER;202305260040;0;12.6;0.0;91.4;0.7;180
BER;202305260050;0;12.6;0.0;91.2;0.7;104
BER;202305260100;0;12.6;0.0;91.2;0.4;0
BER;202305260110;0;12.5;0.0;91.8;0.4;202
BER;202305260120;0;12.5;0.0;91.7;1.8;169
BER;202305260130;0;12.5;0.0;90.9;2.2;183
BER;202305260140;0;12.5;0.0;92.3;1.1;194
BER;202305260150;0;12.4;0.0;91.6;2.5;153
BER;202305260200;0;12.4;0.0;91.4;1.8;172
BER;202305260210;0;12.4;0.0;92.7;1.8;188
BER;202305260220;0;12.3;0.0;93.3;2.5;230
BER;202305260230;0;12.2;0.0;92.3;2.5;242
BER;202305260240;0;12.2;0.0;92.6;2.2;235
BER;202305260250;0;12.1;0.0;92.8;2.9;231
BER;202305260300;0;11.8;0.0;92.5;2.9;229
BER;202305260310;0;11.4;0.0;93.1;2.5;247
BER;202305260320;0;10.7;0.0;95.2;2.2;252
BER;202305260330;0;11.0;0.0;93.9;2.2;259
BER;202305260340;1;11.2;0.0;93.4;1.1;260
BER;202305260350;5;11.2;0.0;93.4;0.4;252
BER;202305260400;11;11.2;0.0;93.4;1.1;219
BER;202305260410;19;11.1;0.0;93.6;1.1;184
BER;202305260420;29;11.1;0.0;94.2;0.0;0
BER;202305260430;37;11.1;0.0;95.2;0.0;0
BER;202305260440;43;11.4;0.0;94.0;0.7;321
BER;202305260450;46;11.6;0.0;93.2;0.7;2
BER;202305260500;50;11.7;0.0;92.5;0.0;0
BER;202305260510;61;11.9;0.0;91.7;0.4;286
BER;202305260520;68;12.1;0.0;90.9;0.4;218
BER;202305260530;64;12.2;0.0;91.1;0.7;252
BER;202305260540;87;12.3;0.0;91.3;0.4;218
BER;202305260550;106;12.6;0.0;90.3;0.0;0
BER;202305260600;116;12.7;0.0;89.7;0.4;294
BER;202305260610;118;13.1;0.0;89.0;0.0;0
BER;202305260620;116;13.0;0.0;88.1;2.2;243
BER;202305260630;125;13.1;0.0;88.5;2.5;229
BER;202305260640;156;13.5;0.0;88.0;2.9;217
BER;202305260650;206;13.8;0.0;85.3;2.5;226
BER;202305260700;278;14.3;0.0;82.6;2.2;251
BER;202305260710;293;15.1;0.0;79.8;6.5;359
BER;202305260720;277;15.1;0.0;78.0;8.6;10
BER;202305260730;266;15.1;0.0;78.2;7.6;14
BER;202305260740;240;15.2;0.0;76.3;11.5;35
BER;202305260750;257;15.4;0.0;75.7;7.6;31
BER;202305260800;288;15.6;0.0;74.7;7.9;34
BER;202305260810;335;16.0;0.0;72.5;6.8;32
BER;202305260820;362;16.0;0.0;73.2;10.4;6
BER;202305260830;610;17.2;0.0;68.2;9.7;39
BER;202305260840;768;17.5;0.0;67.4;13.0;18
BER;202305260850;793;18.0;0.0;65.8;12.2;22
BER;202305260900;802;17.8;0.0;66.7;8.6;32
BER;202305260910;791;18.9;0.0;64.6;11.5;15
BER;202305260920;425;17.9;0.0;64.6;6.8;26
BER;202305260930;371;18.0;0.0;66.7;10.8;12
BER;202305260940;954;19.4;0.0;63.8;11.9;34
BER;202305260950;858;18.8;0.0;65.4;6.8;25
BER;202305261000;804;19.1;0.0;64.9;8.3;27
BER;202305261010;759;19.2;0.0;63.0;7.9;9
BER;202305261020;645;19.7;0.0;62.7;7.6;15
BER;202305261030;459;19.7;0.0;63.6;11.2;10
BER;202305261040;731;19.8;0.0;63.6;10.1;20
BER;202305261050;851;20.6;0.0;62.3;9.4;20
BER;202305261100;896;21.1;0.0;61.6;11.9;27
BER;202305261110;685;20.5;0.0;61.8;13.3;19
BER;202305261120;866;21.3;0.0;60.6;12.2;33
BER;202305261130;898;20.8;0.0;58.5;12.6;19
BER;202305261140;1019;21.2;0.0;56.5;14.8;61
BER;202305261150;975;21.9;0.0;56.4;11.2;39
BER;202305261200;965;21.8;0.0;57.5;16.9;25
BER;202305261210;936;21.9;0.0;52.7;14.0;36
BER;202305261220;925;21.6;0.0;53.6;14.8;54
BER;202305261230;911;22.8;0.0;55.5;13.0;50
BER;202305261240;933;22.3;0.0;53.5;15.5;85
BER;202305261250;904;22.5;0.0;53.4;11.9;37
BER;202305261300;882;22.7;0.0;51.3;15.8;54
BER;202305261310;873;23.3;0.0;49.5;15.1;56
BER;202305261320;860;22.3;0.0;51.2;14.8;43
BER;202305261330;844;22.9;0.0;49.9;16.6;25
BER;202305261340;830;23.0;0.0;48.3;16.6;26
BER;202305261350;809;22.9;0.0;48.4;15.8;44
BER;202305261400;791;23.1;0.0;50.9;13.7;34
BER;202305261410;763;23.0;0.0;51.2;14.0;41
BER;202305261420;744;23.3;0.0;49.5;13.0;37
BER;202305261430;696;23.1;0.0;47.2;13.7;51
BER;202305261440;696;23.1;0.0;48.8;17.3;45
BER;202305261450;672;23.0;0.0;48.0;11.5;29
BER;202305261500;650;23.2;0.0;48.4;15.1;28
BER;202305261510;623;23.3;0.0;47.7;15.8;29
BER;202305261520;599;23.4;0.0;45.4;15.8;25
BER;202305261530;569;23.5;0.0;45.2;15.8;45
BER;202305261540;546;23.6;0.0;46.8;14.0;45
BER;202305261550;519;23.3;0.0;46.4;14.0;46
BER;202305261600;487;23.4;0.0;48.1;13.0;72
BER;202305261610;455;23.3;0.0;46.2;14.8;45
BER;202305261620;427;23.2;0.0;46.1;14.4;61
BER;202305261630;396;23.3;0.0;45.6;14.4;46
BER;202305261640;363;23.3;0.0;45.7;14.4;37
BER;202305261650;337;23.5;0.0;47.3;13.0;50
BER;202305261700;306;23.2;0.0;43.1;13.0;45
BER;202305261710;276;23.0;0.0;45.0;12.2;52
BER;202305261720;246;23.0;0.0;44.6;10.1;50
BER;202305261730;215;22.9;0.0;45.5;11.5;61
BER;202305261740;187;22.6;0.0;41.8;9.7;50
BER;202305261750;158;22.4;0.0;46.1;9.7;47
BER;202305261800;131;22.3;0.0;45.5;7.9;56
BER;202305261810;103;22.0;0.0;45.8;9.4;72
BER;202305261820;80;21.5;0.0;48.1;5.8;52
BER;202305261830;58;21.2;0.0;53.7;7.6;35
BER;202305261840;40;20.9;0.0;56.0;7.6;33
BER;202305261850;25;20.2;0.0;60.0;6.8;28
BER;202305261900;14;19.5;0.0;62.1;5.4;27
BER;202305261910;7;19.9;0.0;59.8;5.8;31
BER;202305261920;2;19.3;0.0;62.3;5.0;36
BER;202305261930;0;19.0;0.0;64.8;4.7;26
BER;202305261940;0;18.4;0.0;68.2;4.3;31
BER;202305261950;0;18.5;0.0;65.6;6.1;37
BER;202305262000;0;18.1;0.0;66.0;6.1;30
BER;202305262010;0;17.8;0.0;67.4;7.9;23
BER;202305262020;0;17.8;0.0;66.2;5.8;25
BER;202305262030;0;17.8;0.0;65.4;5.0;30
BER;202305262040;0;17.4;0.0;67.4;7.6;28
BER;202305262050;0;17.5;0.0;67.5;9.0;26
BER;202305262100;0;17.4;0.0;66.9;10.1;32
BER;202305262110;0;17.2;0.0;67.5;11.5;29
BER;202305262120;0;17.3;0.0;67.8;13.3;27
BER;202305262130;0;17.0;0.0;68.9;12.2;26
BER;202305262140;0;16.6;0.0;71.6;12.6;23
BER;202305262150;0;16.3;0.0;72.8;13.0;23
BER;202305262200;0;15.9;0.0;74.7;14.8;21
BER;202305262210;0;15.9;0.0;73.9;14.4;23
BER;202305262220;0;15.9;0.0;72.6;14.0;24
